dt,program_title,device_name,country_code,product_type,unique_users,content_count
2018-10-01,King of the Hill,samsung2013xdk,se,svod,1,1
2018-10-01,Lokala nyheter,lg2016xdk,se,svod,1,1
2018-10-01,Project Nazi,androiddash,se,svod,1,1
2018-10-01,Varasto 2,samsung2012xdk,fi,tvod,1,1
2018-10-01,Insurgent,atv,se,svod,1,1
2018-10-01,Miller's Crossing,ios,se,svod,1,1
2018-10-01,Regionale nyheder,pchls,dk,svod,1,1
2018-10-01,Brad's Status,androiddash,dk,svod,1,1
2018-10-01,American Sniper,pcdashpr,no,tvod,1,1
2018-10-01,Gumballs Fantastiska Värld,samsung2017xdk,se,svod,1,1
2018-10-01,Saw II,lg2015xdk,se,tvod,1,1
2018-10-01,CSI Miami,ps4xdk,se,svod,1,1
2018-10-01,Fast & Furious 7,pcdash,dk,est,1,1
2018-10-01,Unforgettable,samsung2015xdk,fi,svod,1,1
2018-10-01,Solo: A Star Wars Story,lg2012xdk,se,est,1,1
2018-10-01,Shot Caller,atv,se,svod,1,1
2018-10-01,Bubble Guppies,ps4xdk,dk,svod,1,1
2018-10-01,Forbidden History,samsung2018xdk,se,svod,1,1
2018-10-01,Planes: Fire & Rescue,samsung2015xdk,se,est,1,1
2018-10-01,Unikitty!,lg2015xdk,se,svod,1,1
2018-10-01,Dracula Untold,ps4xdk,se,tvod,1,1
2018-10-01,Bubble Guppies,ps4xdk,fi,svod,1,1
2018-10-01,Finding Dory,lg2015xdk,no,est,1,1
2018-10-01,Lokala nyheter,androidxdk,se,svod,1,1
2018-10-01,The United States of Animals,chromecast,se,svod,1,1
2018-10-01,My Fab 40th,ios,se,svod,1,1
2018-10-01,Den of Thieves,atv,se,tvod,1,1
2018-10-01,Spider-Man: Homecoming,samsung2014xdk,se,svod,1,1
2018-10-01,Pirates of the Caribbean: Dead Men Tell No Tales,androidxdk,dk,svod,1,1
2018-10-01,Tree Fu Tom,samsung2016xdk,no,svod,1,1
2018-10-01,På rymmen med Pippi Långstrump,lg2017xdk,dk,tvod,1,1
2018-10-01,Harry Potter and the Deathly Hallows: Part 1,samsung2016xdk,no,tvod,1,1
2018-10-01,Scarface,pcdash,no,tvod,1,1
2018-10-01,Swordfish,ps4xdk,dk,tvod,1,1
2018-10-01,Taken,atv,no,tvod,1,1
2018-10-01,Pitch Perfect 3,androiddash,no,est,1,1
2018-10-01,The Little Mermaid,lg2013xdk,se,est,1,1
2018-10-01,Wreck-It Ralph,lg2015xdk,se,est,1,1
2018-10-01,Tinker Bell and The Legend of the NeverBeast,pchls,se,est,1,1
2018-10-01,Rig 45,androiddash,se,svod,1,1
2018-10-01,Masterchef - Danmarks Største Madtalenter,lg2017xdk,dk,svod,1,1
2018-10-01,Rock Dog,pcdash,dk,svod,1,1
2018-10-01,The Tudors,samsung2016xdk,no,svod,1,2
2018-10-01,Pippi Långstrump på de sju haven,samsung2015xdk,se,tvod,1,1
2018-10-01,Forušande‎,ios,se,svod,1,1
2018-10-01,The Twilight Saga: Breaking Dawn - Part 1,ios,no,svod,1,1
2018-10-01,Go' aften Danmark,androidxdk,dk,svod,1,1
2018-10-01,Pirates of the Caribbean: Dead Men Tell No Tales,pcdash,dk,svod,1,1
2018-10-01,Pokemon 4ever,ps4xdk,se,tvod,1,1
2018-10-01,Prison Break Sequel,atv,no,svod,1,1
2018-10-01,Banged Up Abroad,samsung2016xdk,se,svod,1,1
2018-10-01,Doctor Strange,androiddash,fi,est,1,1
2018-10-01,Hardtalk,androiddash,se,svod,1,1
2018-10-01,Shot Caller,ps4xdk,se,svod,1,1
2018-10-01,Bamse och häxans dotter,androidxdk,se,est,1,1
2018-10-01,Ant-Man,samsung2014xdk,dk,est,1,1
2018-10-01,Jumanji: Welcome to the Jungle,panasonic2014,se,tvod,1,1
2018-10-01,Moana,pcdash,fi,est,1,1
2018-10-01,Star Trek Beyond,ios,se,tvod,1,1
2018-10-01,Run All Night,chromecast,dk,tvod,1,1
2018-10-01,Tangled: Before Ever After,androiddash,se,est,1,1
2018-10-01,American Assassin,samsung2018xdk,se,svod,1,1
2018-10-01,Bones,samsung2013xdk,no,svod,1,1
2018-10-01,Piggy Tales,androiddash,fi,svod,1,2
2018-10-01,Airwolf,androiddash,no,svod,1,1
2018-10-01,Dora the explorer,ios,dk,svod,1,1
2018-10-01,Finding Dory,philips2017xdk,dk,est,1,1
2018-10-01,Bubble Guppies,samsung2017xdk,se,svod,1,1
2018-10-01,Fasandræberne,samsung2015xdk,dk,tvod,1,1
2018-10-01,The Charmer,chromecast,dk,tvod,1,1
2018-10-01,Irene Huss,atv,se,svod,1,1
2018-10-01,Harry Potter and the Chamber of Secrets,androiddash,se,est,1,1
2018-10-01,Guardians of the Galaxy Vol. 2,ps4xdk,se,est,1,1
2018-10-01,Power Rangers,ios,se,est,1,1
2018-10-01,The Conjuring 2,ios,dk,tvod,1,1
2018-10-01,Masha i Medved,pcdash,no,svod,1,1
2018-10-01,Unga Mammor,samsung2012xdk,se,svod,1,1
2018-10-01,Blade Runner 2049,pcdash,se,est,1,1
2018-10-01,Everest: The South West Face,ios,dk,svod,1,1
2018-10-01,UFC Unleashed,ios,se,svod,1,1
2018-10-01,The Witch,androiddash,se,est,1,1
2018-10-01,The Journey,ios,se,tvod,1,1
2018-10-01,Pitch Perfect 2,atv,dk,tvod,1,1
2018-10-01,Om Nom Stories,atv,fi,svod,1,2
2018-10-01,Tinker Bell,samsung2017xdk,fi,svod,1,1
2018-10-01,Game Night,androiddash,no,tvod,1,1
2018-10-01,Nyhederne,samsung2016xdk,dk,svod,1,1
2018-10-01,Beverly Hills Chihuahua 2,pcdash,dk,svod,1,1
2018-10-01,The Wolf of Wall Street,lg2016xdk,se,tvod,1,1
2018-10-01,Tinker Bell and the Lost Treasure,samsung2015xdk,se,svod,1,1
2018-10-01,Masha i Medved,pcdash,dk,svod,1,2
2018-10-01,"Hobbit, The: An Unexpected Journey",samsung2015xdk,no,tvod,1,1
2018-10-01,The Notebook,pchls,fi,tvod,1,1
2018-10-01,Lego Marvel Super Heroes: Maximum Overload,panasonic2014,dk,svod,1,1
2018-10-01,Boogie Nights,ios,no,tvod,1,1
2018-10-01,Johnny English,pcdash,fi,tvod,1,1
2018-10-01,Tracers,pcdash,se,svod,1,1
2018-10-01,Valor,lg2016xdk,dk,svod,1,1
2018-10-01,Big Hero 6,ios,no,est,1,1
2018-10-01,Naked Attraction,atv,dk,svod,1,1
2018-10-01,Life of the Party,androidxdk,no,tvod,1,1
2018-10-01,Despicable Me,pchls,se,est,1,1
2018-10-01,The Hurricane Heist,androiddash,se,tvod,1,1
2018-10-01,Dracula Untold,androiddash,no,tvod,1,1
2018-10-01,UFC 25 Greatest Fights,pcdash,dk,svod,1,1
2018-10-01,Mozart in the Jungle,pcdash,dk,svod,1,1
2018-10-01,Stronger,lg2017xdk,dk,svod,1,1
2018-10-01,Call Me By Your Name,ps4xdk,no,tvod,1,1
2018-10-01,Saw II,chromecast,dk,tvod,1,1
2018-10-01,All night long!,ios,se,svod,1,1
2018-10-01,X-Men: Apocalypse,lg2017xdk,fi,svod,1,1
2018-10-01,X-Men: Apocalypse,androiddash,fi,svod,1,1
2018-10-01,Better Things,pcdashpr,no,svod,1,1
2018-10-01,Dit efterårsvejr,androidxdk,dk,svod,1,1
2018-10-01,Before We Go,samsung2012xdk,no,svod,1,1
2018-10-01,Gran Torino,pcdash,dk,tvod,1,1
2018-10-01,The Big Bang Theory,pchls,se,svod,1,1
2018-10-01,Game Shakers,samsung2014xdk,dk,svod,1,1
2018-10-01,Kung Fu Panda 3,pchls,se,est,1,1
2018-10-01,NCIS: Los Angeles,samsung2014xdk,dk,svod,1,1
2018-10-01,Lights Out -NOT IN USE,chromecast,se,tvod,1,1
2018-10-01,I Feel Pretty,ps4xdk,dk,est,1,1
2018-10-01,Gekijouban Poketto monsutâ: Kimi ni kimeta!,androidxdk,no,svod,1,1
2018-10-01,Angry Birds,ps4xdk,no,est,1,1
2018-10-01,Divaer i junglen,ios,dk,svod,1,1
2018-10-01,Spider-Man: Homecoming,pcdash,dk,svod,1,1
2018-10-01,Shimmer and Shine,samsung2016xdk,fi,svod,1,1
2018-10-01,"Smurfs, The Lost Village",androiddash,dk,svod,1,1
2018-10-01,Now You See Me 2,samsung2017xdk,no,tvod,1,1
2018-10-01,Bleeding Steel,samsung2016xdk,fi,tvod,1,1
2018-10-01,En skam för Sverige 2,ps4xdk,se,svod,1,1
2018-10-01,Thank You for Your Service,lg2017xdk,se,svod,1,1
2018-10-01,Fireman Sam - Heroes of the storm,samsung2014xdk,dk,tvod,1,1
2018-10-01,Tårtgeneralen,androidxdk,se,tvod,1,1
2018-10-01,The Hunger Games: Mockingjay - Part 2,ios,se,est,1,1
2018-10-01,Despicable Me 3,pcdash,fi,svod,1,1
2018-10-01,Ice Age: Continental Drift,pcdash,dk,est,1,1
2018-10-01,Borg,lg2013xdk,no,svod,1,1
2018-10-01,Ullared,samsung2016xdk,se,svod,1,1
2018-10-01,War For The Planet Of The Apes,androiddash,no,tvod,1,1
2018-10-01,Office Christmas Party,pchls,fi,tvod,1,1
2018-10-01,Morgan,samsung2016xdk,no,svod,1,1
2018-10-01,The Smurfs,androiddash,no,est,1,1
2018-10-01,Hitman: Agent 47,chromecast,dk,tvod,1,1
2018-10-01,Thor: Ragnarok,androiddash,no,est,1,1
2018-10-01,"South Park: Bigger, Longer & Uncut",samsung2015xdk,no,tvod,1,1
2018-10-01,Long Island Medium,ios,dk,svod,1,1
2018-10-01,Tinker Bell and the Great Fairy Rescue,samsung2012xdk,dk,svod,1,1
2018-10-01,Darkest Hour,pcdashpr,no,tvod,1,1
2018-10-01,Love & Basketball,samsung2016xdk,se,tvod,1,1
2018-10-01,The Affair,samsung2015xdk,se,svod,1,1
2018-10-01,Insurgent,pcdash,dk,svod,1,1
2018-10-01,Pitch Perfect 2,androidxdk,se,tvod,1,1
2018-10-01,Prisoners,ios,dk,tvod,1,1
2018-10-01,Winchester,pcdash,no,tvod,1,1
2018-10-01,Solo: A Star Wars Story,lg2016xdk,dk,est,1,1
2018-10-01,Ride Along 2,chromecast,se,est,1,1
2018-10-01,Blindspot,lg2016xdk,se,svod,1,1
2018-10-01,The Muppets,ios,no,tvod,1,1
2018-10-01,Vekterne,ios,no,svod,1,1
2018-10-01,Løvekvinnen,pchls,no,tvod,1,1
2018-10-01,Sherlock Gnomes,pcdash,dk,tvod,1,1
2018-10-01,Liv and Maddie,samsung2012xdk,se,svod,1,1
2018-10-01,Paddington 2,lg2015xdk,se,tvod,1,1
2018-10-01,Size In The Park,atv,se,svod,1,1
2018-10-01,Life of the Party,ios,fi,est,1,1
2018-10-01,Valerian and the City of a Thousand Planets,pcdash,se,tvod,1,1
2018-10-01,The Affair,samsung2013xdk,dk,svod,1,1
2018-10-01,Cars 3,androidxdk,no,est,1,1
2018-10-01,Monster Fish,ios,se,svod,1,1
2018-10-01,Spider-Man: Homecoming,ps4xdk,se,svod,1,1
2018-10-01,Game Night,lg2016xdk,se,tvod,1,1
2018-10-01,Black-ish,samsung2016xdk,se,svod,1,1
2018-10-01,Despicable Me 2,lg2013xdk,dk,tvod,1,1
2018-10-01,Pitch Perfect 3,samsung2017xdk,dk,tvod,1,1
2018-10-01,Volvo Ocean Race,androiddash,se,svod,1,1
2018-10-01,Lego City,lg2015xdk,dk,svod,1,2
2018-10-01,Predator 2,samsung2017xdk,no,tvod,1,1
2018-10-01,Still Alice,ios,no,tvod,1,1
2018-10-01,Thank You for Your Service,samsung2012xdk,dk,svod,1,1
2018-10-01,Captain America: Civil War,androiddash,fi,est,1,1
2018-10-01,Game Night,androiddash,fi,tvod,1,1
2018-10-01,Atlanta,samsung2017xdk,se,svod,1,1
2018-10-01,Tangled,samsung2015xdk,no,est,1,1
2018-10-01,White Collar,samsung2015xdk,no,svod,1,2
2018-10-01,Flyvende farmor,atv,dk,svod,1,1
2018-10-01,Success,samsung2014xdk,se,svod,1,1
2018-10-01,War For The Planet Of The Apes,samsung2018xdk,no,tvod,1,1
2018-10-01,Teenage Mutant Ninja Turtles,chromecast,se,tvod,1,1
2018-10-01,Bubble Guppies,samsung2014xdk,se,svod,1,1
2018-10-01,Night at the Museum: Battle of the Smithsonian,lg2014xdk,no,svod,1,1
2018-10-01,Jurassic World,pcdash,se,est,1,1
2018-10-01,The Twilight Saga: Breaking Dawn - Part 1,lg2013xdk,dk,svod,1,1
2018-10-01,Fifty Shades of Grey,samsung2014xdk,se,est,1,1
2018-10-01,Den of Thieves,samsung2015xdk,se,tvod,1,1
2018-10-01,Curious George,lg2017xdk,dk,svod,1,1
2018-10-01,Harry Potter and the Order of the Phoenix,lg2014xdk,se,tvod,1,1
2018-10-01,Billions,lg2013xdk,dk,svod,1,1
2018-10-01,Sofia the First: Once Upon a Princess,chromecast,dk,est,1,1
2018-10-01,Mellan raderna,ps4xdk,se,svod,1,1
2018-10-01,Beck 35,ios,dk,tvod,1,1
2018-10-01,Venner,pchls,dk,svod,1,1
2018-10-01,Darts Live,lg2016xdk,fi,svod,1,1
2018-10-01,Graceland,androiddash,fi,svod,1,1
2018-10-01,Sommaren Med Göran,chromecast,se,tvod,1,1
2018-10-01,Game Night,lg2017xdk,fi,tvod,1,1
2018-10-01,Spider-Man: Homecoming,xboxonexdk,no,svod,1,1
2018-10-01,Olaf's Frozen Adventure,ios,dk,est,1,1
2018-10-01,Pitch Perfect 3,atv,se,tvod,1,1
2018-10-01,Goosebumps,androiddash,se,tvod,1,1
2018-10-01,"Monsters, Inc.",lg2017xdk,no,est,1,1
2018-10-01,Gull på markedsplassen,ps4xdk,no,svod,1,1
2018-10-01,Lotta på bråkmakargatan-,ios,no,tvod,1,1
2018-10-01,Escape Plan 2: Hades,ios,no,est,1,1
2018-10-01,Pacific Rim: Uprising,pchls,no,tvod,1,1
2018-10-01,Little Charmers,lg2016xdk,dk,svod,1,1
2018-10-01,Angel,samsung2018xdk,no,svod,1,1
2018-10-01,Tomb Raider,samsung2012xdk,no,tvod,1,1
2018-10-01,Kongens Nei,ios,no,tvod,1,1
2018-10-01,I Feel Pretty,pcdash,se,est,1,1
2018-10-01,The daily show,pcdash,se,svod,1,1
2018-10-01,Bones,atv,fi,svod,1,1
2018-10-01,Animal Kingdom,samsung2018xdk,se,svod,1,1
2018-10-01,Will & Grace,samsung2017xdk,dk,svod,1,1
2018-10-01,Taxi 5,samsung2018xdk,dk,tvod,1,1
2018-10-01,Tunnelbanan,lg2017xdk,se,svod,1,1
2018-10-01,Rampage,lg2013xdk,se,tvod,1,1
2018-10-01,Paradise Hotel Danmark,pcdash,no,svod,1,2
2018-10-01,Sunny Bunnies,samsung2017xdk,no,svod,1,2
2018-10-01,Game Night,pcdash,se,tvod,1,1
2018-10-01,Friend Request,ps4xdk,fi,tvod,1,1
2018-10-01,SpongeBob SquarePants,samsung2017xdk,dk,svod,1,1
2018-10-01,The Polar Express,ios,se,tvod,1,1
2018-10-01,24: Legacy,ios,fi,svod,1,1
2018-10-01,Hotel Transylvania 2,pchls,no,est,1,1
2018-10-01,Mountain Men,chromecast,se,svod,1,1
2018-10-01,Independence Day: Resurgence,samsung2012xdk,se,svod,1,1
2018-10-01,Treasure Planet,ios,no,tvod,1,1
2018-10-01,Min hemlighet,androiddash,se,svod,1,1
2018-10-01,Svartsjön,samsung2013xdk,dk,svod,1,1
2018-10-01,Paradise Hotel Norge,lg2016xdk,dk,svod,1,1
2018-10-01,Toy Story 2,samsung2013xdk,dk,svod,1,1
2018-10-01,Varg Veum,pcdash,se,svod,1,1
2018-10-01,The Star,samsung2014xdk,no,est,1,1
2018-10-01,Avengers: Infinity War,samsung2018xdk,se,tvod,1,1
2018-10-01,Office Christmas Party,samsung2014xdk,se,tvod,1,1
2018-10-01,Big Hero 6,androiddash,fi,est,1,1
2018-10-01,Ondskan,samsung2016xdk,se,tvod,1,1
2018-10-01,Home,chromecast,no,est,1,1
2018-10-01,Cars 2,androidxdk,se,tvod,1,1
2018-10-01,Da Vinci's Demons,androiddash,fi,svod,1,1
2018-10-01,Blockers,ps4xdk,fi,tvod,1,1
2018-10-01,The Dukes of Hazzard,samsung2016xdk,no,tvod,1,1
2018-10-01,Kari-Anne på Røst,samsung2018xdk,no,svod,1,1
2018-10-01,Bulletproof Monk,ps4xdk,dk,svod,1,1
2018-10-01,Quantico,lg2013xdk,fi,svod,1,1
2018-10-01,Ready Player One,ps4xdk,dk,est,1,1
2018-10-01,Hunter Street,samsung2014xdk,se,svod,1,1
2018-10-01,Snabba cash - Livet deluxe,lg2017xdk,se,tvod,1,1
2018-10-01,The Blind Side,ios,se,svod,1,1
2018-10-01,Ax Men,chromecast,se,svod,1,1
2018-10-01,The Little Mermaid: Ariel's Beginning,philips2017xdk,no,est,1,1
2018-10-01,Jumanji: Welcome to the Jungle,pcdash,no,est,1,1
2018-10-01,Urix,pcdash,no,svod,1,1
2018-10-01,Solo: A Star Wars Story,androidxdk,no,est,1,1
2018-10-01,Shrek,samsung2012xdk,no,tvod,1,1
2018-10-01,Ronja Rövardotter,samsung2017xdk,dk,tvod,1,1
2018-10-01,Robin Hood: Prince of Thieves,chromecast,no,tvod,1,1
2018-10-01,Arne Dahl,chromecast,no,svod,1,1
2018-10-01,Brother Bear,androiddash,se,est,1,1
2018-10-01,Future World,pchls,se,tvod,1,1
2018-10-01,The Martian,pcdash,se,tvod,1,1
2018-10-01,Braveheart,samsung2013xdk,se,tvod,1,1
2018-10-01,The Lego Batman Movie,pcdash,no,tvod,1,1
2018-10-01,Last Man on Earth,pchls,dk,svod,1,2
2018-10-01,Mother's Day,pcdash,se,tvod,1,1
2018-10-01,Wonder,lg2012xdk,no,tvod,1,1
2018-10-01,Transformers: Age Of Extinction,samsung2012xdk,se,tvod,1,1
2018-10-01,Star Wars: Episode VIII - The Last Jedi,pcdash,se,est,1,1
2018-10-01,Cars 3,androiddash,fi,svod,1,1
2018-10-01,Care Bears: Welcome to Care-a-Lot,samsung2017xdk,se,svod,1,1
2018-10-01,Fireman Sam,lg2016xdk,fi,svod,1,1
2018-10-01,Table 19,ps4xdk,se,est,1,1
2018-10-01,The Conjuring 2,lg2017xdk,no,tvod,1,1
2018-10-01,Karsten og Petra lager teater,chromecast,no,tvod,1,1
2018-10-01,Status Update,samsung2012xdk,no,est,1,1
2018-10-01,SPECTRE,lg2016xdk,se,est,1,1
2018-10-01,SpongeBob SquarePants,samsung2016xdk,dk,svod,1,1
2018-10-01,Spørg Charlie,atv,dk,svod,1,1
2018-10-01,Fifty Shades Darker (Extended version),samsung2017xdk,dk,est,1,1
2018-10-01,Fifty Shades Freed,samsung2013xdk,se,tvod,1,1
2018-10-01,LEGO Batman: The Movie - DC Super Heroes Unite,chromecast,dk,tvod,1,1
2018-10-01,Planes: Fire & Rescue,atv,no,est,1,1
2018-10-01,Kenny,ios,dk,svod,1,1
2018-10-01,Supernanny Sverige,lg2014xdk,se,svod,1,1
2018-10-01,Sherlock Gnomes,pcdash,no,tvod,1,1
2018-10-01,Fifty Shades of Grey,samsung2016xdk,se,tvod,1,1
2018-10-01,The Purge,samsung2016xdk,no,tvod,1,1
2018-10-01,Pitch Perfect,samsung2017xdk,fi,tvod,1,1
2018-10-01,Avengers: Infinity War,samsung2013xdk,se,est,1,1
2018-10-01,Lego DC Comics: Batman Be-leaguered,atv,se,svod,1,1
2018-10-01,Clash of the Titans,androiddash,fi,tvod,1,1
2018-10-01,Suicide Squad (Extended Cut),pcdash,se,est,1,1
2018-10-01,Black Panther,samsung2012xdk,dk,est,1,1
2018-10-01,The Chronicles of Narnia: Prince Caspian,atv,dk,svod,1,1
2018-10-01,X Company,samsung2012xdk,dk,svod,1,1
2018-10-01,Blindspot,pchls,dk,svod,1,1
2018-10-01,Titanic,androidxdk,dk,tvod,1,1
2018-10-01,Finding Dory,samsung2015xdk,se,est,1,1
2018-10-01,Ex On the Beach - Norge,androiddash,dk,svod,1,1
2018-10-01,Ultimate Spider-Man,ps4xdk,se,svod,1,1
2018-10-01,Dora the Explorer,androiddash,no,svod,1,1
2018-10-01,Finding Dory,atv,no,est,1,1
2018-10-01,Snow White and the Seven Dwarfs,samsung2015xdk,dk,svod,1,1
2018-10-01,Fuglene over sundet,androiddash,dk,tvod,1,1
2018-10-01,Last Man Standing,chromecast,fi,svod,1,2
2018-10-01,OSL 24-7,pchls,no,svod,1,1
2018-10-01,Unge foreldre,pcdashpr,no,svod,1,1
2018-10-01,Formula 1 Live,samsung2018xdk,se,svod,1,1
2018-10-01,LEGO Batman: The Movie - DC Super Heroes Unite,ios,dk,tvod,1,1
2018-10-01,Maze Runner: The Scorch Trials,pchls,se,tvod,1,1
2018-10-01,Formula 2 SE,androiddash,se,svod,1,1
2018-10-01,Lilo & Stitch 2: Stitch Has a Glitch,chromecast,se,svod,1,1
2018-10-01,Harry Potter and the Half Blood Prince,samsung2014xdk,dk,tvod,1,1
2018-10-01,Mit Plastikmareridt,pchls,dk,svod,1,1
2018-10-01,Superoppusserne,pcdash,no,svod,1,1
2018-10-01,Tom & Jerry i unga år,lg2013xdk,se,svod,1,1
2018-10-01,24: Live Another Day,androiddash,fi,svod,1,2
2018-10-01,Up,androiddash,no,tvod,1,1
2018-10-01,Night at the Museum,ps3xdk,se,tvod,1,1
2018-10-01,Blaze and the Monster Machines,pcdashpr,se,svod,1,1
2018-10-01,Heat,ps4xdk,fi,tvod,1,1
2018-10-01,The Fosters,samsung2016xdk,fi,svod,1,1
2018-10-01,I Spy,lg2017xdk,fi,svod,1,1
2018-10-01,Femte kvarten,samsung2016xdk,se,svod,1,1
2018-10-01,Molly's Game,androiddash,fi,tvod,1,1
2018-10-01,Darkest Hour,ps4xdk,fi,tvod,1,1
2018-10-01,The Walking Dead,pchls,fi,svod,1,2
2018-10-01,Lie to Me,chromecast,se,svod,1,1
2018-10-01,You Were Never Really Here,ps4xdk,fi,tvod,1,1
2018-10-01,Skolan,androiddash,se,svod,1,1
2018-10-01,Quantico,samsung2016xdk,no,svod,1,1
2018-10-01,Dracula Untold,lg2015xdk,no,tvod,1,1
2018-10-01,Black Widows,chromecast,se,svod,1,1
2018-10-01,The Great Gatsby,pcdash,no,tvod,1,1
2018-10-01,Askeladden - I Dovregubbens hall,xboxonexdk,no,tvod,1,1
2018-10-01,"Crazy, Stupid, Love.",chromecast,no,tvod,1,1
2018-10-01,Saw 3D,pcdash,no,tvod,1,1
2018-10-01,Ballerina,samsung2017xdk,se,svod,1,1
2018-10-01,Counterpart,atv,no,svod,1,1
2018-10-01,Sing,atv,se,tvod,1,1
2018-10-01,Winx Club,pcdash,fi,svod,1,1
2018-10-01,"Smurfs, The Lost Village",pcdash,no,svod,1,1
2018-10-01,Doc McStuffins,samsung2017xdk,no,svod,1,1
2018-10-01,Amalies baby,atv,dk,svod,1,1
2018-10-01,Big Time Rush,ios,fi,svod,1,1
2018-10-01,Poketto Monsutā,pcdash,fi,svod,1,1
2018-10-01,"Paul, Apostle of Christ",pcdash,no,est,1,1
2018-10-01,The Conjuring 2,atv,dk,tvod,1,1
2018-10-01,Death Becomes Her,ios,no,tvod,1,1
2018-10-01,National Treasure,pcdashpr,fi,svod,1,1
2018-10-01,Life of the Party,samsung2015xdk,se,tvod,1,1
2018-10-01,Cars 3,lg2014xdk,se,svod,1,1
2018-10-01,Despicable Me 2,samsung2014xdk,dk,est,1,1
2018-10-01,Ballerina,samsung2015xdk,fi,svod,1,1
2018-10-01,10X10,ios,fi,tvod,1,1
2018-10-01,Gone,ios,no,svod,1,1
2018-10-01,GP3 Series SE,androiddash,se,svod,1,1
2018-10-01,Ocean's Thirteen,samsung2016xdk,se,tvod,1,1
2018-10-01,Kärlek och sex i Japan,atv,se,svod,1,1
2018-10-01,Ice Age,lg2016xdk,se,svod,1,1
2018-10-01,Pocahontas,androiddash,fi,svod,1,1
2018-10-01,The Royal,ios,dk,svod,1,1
2018-10-01,Nemas problemas,ps4xdk,se,svod,1,2
2018-10-01,Under sandet,samsung2014xdk,no,tvod,1,1
2018-10-01,Taken,samsung2016xdk,se,tvod,1,1
2018-10-01,Escape Plan 2: Hades,lg2018xdk,no,tvod,1,1
2018-10-01,Olsenbanden,xboxonexdk,no,tvod,1,2
2018-10-01,Jigsaw,androiddash,fi,est,1,1
2018-10-01,Captain Underpants: The First Epic Movie,ps4xdk,dk,tvod,1,1
2018-10-01,Pippi Långstrump på de sju haven,samsung2017xdk,no,tvod,1,1
2018-10-01,The Witches,atv,se,tvod,1,1
2018-10-01,Peppa Pig,lg2012xdk,fi,svod,1,2
2018-10-01,We Are the Best!,ios,se,tvod,1,1
2018-10-01,Future World,samsung2016xdk,no,tvod,1,1
2018-10-01,South Park,pcdashpr,dk,svod,1,1
2018-10-01,Baskets,xboxonexdk,se,svod,1,1
2018-10-01,Hassel,samsung2016xdk,se,svod,1,1
2018-10-01,Killer Elite,pchls,fi,svod,1,1
2018-10-01,Star Wars: Episode V - The Empire Strikes Back,pcdash,no,est,1,1
2018-10-01,Scooby-Doo on Zombie Island,androiddash,se,tvod,1,1
2018-10-01,I Feel Pretty,lg2016xdk,se,est,1,1
2018-10-01,NFL Network,pchls,dk,svod,1,1
2018-10-01,Peter Rabbit,pcdash,se,tvod,1,1
2018-10-01,Hannibal og Jerry,atv,se,svod,1,1
2018-10-01,Quantico,lg2016xdk,fi,svod,1,1
2018-10-01,Arga snickaren,atv,se,svod,1,1
2018-10-01,The Equalizer,ios,se,est,1,1
2018-10-01,White Collar,samsung2014xdk,fi,svod,1,1
2018-10-01,Will & Grace,lg2013xdk,fi,svod,1,2
2018-10-01,Insidious: The Last Key,samsung2015xdk,no,tvod,1,1
2018-10-01,Ligue 2 live,pcdash,fi,svod,1,1
2018-10-01,Soy Luna,samsung2017xdk,no,svod,1,1
2018-10-01,Børning 2,ps4xdk,no,tvod,1,1
2018-10-01,Ligue 2 live,androiddash,fi,svod,1,1
2018-10-01,Sofia the First,samsung2017xdk,se,svod,1,1
2018-10-01,(500) Days of Summer,pcdash,se,tvod,1,1
2018-10-01,Night at the Museum: Secret of the Tomb,ios,dk,tvod,1,1
2018-10-01,Ava's Possessions,samsung2014xdk,no,svod,1,1
2018-10-01,Wonder,samsung2015xdk,no,tvod,1,1
2018-10-01,Den Grimme ælling og mig,atv,se,svod,1,1
2018-10-01,Terminator Genisys,chromecast,se,tvod,1,1
2018-10-01,Space Cowboys,pcdash,se,tvod,1,1
2018-10-01,Nyhetssammanfattning,samsung2014xdk,se,svod,1,1
2018-10-01,Nashville,ps4xdk,se,svod,1,1
2018-10-01,Fast & Furious 6,chromecast,se,tvod,1,1
2018-10-01,A Cinderella Story: If the Shoe Fits,ios,se,tvod,1,1
2018-10-01,Titanic,samsung2014xdk,dk,tvod,1,1
2018-10-01,The Emoji Movie,lg2018xdk,fi,svod,1,1
2018-10-01,Unga Mammor,lg2014xdk,fi,svod,1,1
2018-10-01,Team Umizoomi,pcdash,se,svod,1,1
2018-10-01,Only The Brave,lg2016xdk,fi,svod,1,1
2018-10-01,2:22,chromecast,dk,tvod,1,1
2018-10-01,Sunny Bunnies,samsung2017xdk,dk,svod,1,2
2018-10-01,The Penguins of Madagascar,chromecast,fi,svod,1,2
2018-10-01,Cars,ios,se,est,1,1
2018-10-01,Sekunder från katastrof,atv,se,svod,1,1
2018-10-01,Power Rangers,samsung2017xdk,se,svod,1,1
2018-10-01,Chelsea - Liverpool,androiddash,no,svod,1,1
2018-10-01,NHL Live,chromecast,dk,svod,1,1
2018-10-01,Wind River,samsung2013xdk,fi,svod,1,1
2018-10-01,Pirates of the Caribbean: Dead Men Tell No Tales,chromecast,no,svod,1,1
2018-10-01,Pitch Perfect,chromecast,se,tvod,1,1
